scrape_date,scrape_timestamp,scrape_id,retailer,product_id,product_name,category,selling_price,reference_price,reference_label,promotion_name,page_url
15/03/2024,15/03/2024 12:08,SCR-C02F2D86B3C4,Retailer-A,RET-PROD-001,Wireless Soundbar 494,Audio,199.15,,,,https://www.retailera.co.uk/products/wireless-soundbar-494
16/03/2024,16/03/2024 11:18,SCR-259F367F56CA,RetailerA,RET-PROD-001,Wireless Soundbar 494,Audio,199.15,,,,https://www.retailera.co.uk/products/wireless-soundbar-494
17/03/2024,17/03/2024 21:55,SCR-A99AC5DC3A01,Retailer A,RET-PROD-001,Wireless Soundbar 494,Audio,199.15,,,,https://www.retailera.co.uk/products/wireless-soundbar-494
18/03/2024,18/03/2024 08:17,SCR-F274506CF81A,Retailer A,RET-PROD-001,Wireless Soundbar 494,Audio,199.15,,,,https://www.retailera.co.uk/products/wireless-soundbar-494
19/03/2024,19/03/2024 13:06,SCR-603B84E4FD54,Retailer A,RET-PROD-001,Wireless Soundbar 494,,199.15,,,,https://www.retailera.co.uk/products/wireless-soundbar-494
20/03/2024,20/03/2024 18:03,SCR-CCEF36B7D8E0,Retailer A,RET-PROD-001,Wireless Soundbar 494,ELECTRONICS,199.15,,,,https://www.retailera.co.uk/products/wireless-soundbar-494
21/03/2024,21/03/2024 20:03,SCR-1586B7D87AE6,retailer a,RET-PROD-001,Wireless Soundbar 494,Audio,199.15,,,,https://www.retailera.co.uk/products/wireless-soundbar-494
22/03/2024,22/03/2024 14:40,SCR-1E61653E21C1,Retailer-A,RET-PROD-001,Wireless Soundbar 494,Audio,199.15,,,,https://www.retailera.co.uk/products/wireless-soundbar-494
23/03/2024,23/03/2024 20:19,SCR-F06E6D2815F6,RETAILER A,RET-PROD-001,Wireless Soundbar 494,Audio,199.15,,,,https://www.retailera.co.uk/products/wireless-soundbar-494
24/03/2024,24/03/2024 18:52,SCR-C3FC7C231D44,Retailer-A,RET-PROD-001,Wireless Soundbar 494,Audio,199.15,,,,https://www.retailera.co.uk/products/wireless-soundbar-494
25/03/2024,25/03/2024 15:02,SCR-F8896DC9C94B,Ret. A,RET-PROD-001,Wireless Soundbar 494,AUDIO,199.15,,,,https://www.retailera.co.uk/products/wireless-soundbar-494
26/03/2024,26/03/2024 21:14,SCR-CE7F7859DD5A,retailer a,RET-PROD-001,Wireless Soundbar 494,Audio,199.15,,,,https://www.retailera.co.uk/products/wireless-soundbar-494
27/03/2024,27/03/2024 16:34,SCR-9D28858C81EE,retailer a,RET-PROD-001,Wireless Soundbar 494,Audio,199.15,,,,https://www.retailera.co.uk/products/wireless-soundbar-494
28/03/2024,28/03/2024 10:02,SCR-BE4BA7116674,RETAILER A,RET-PROD-001,Wireless Soundbar 494,Audio,199.15,,,,https://www.retailera.co.uk/products/wireless-soundbar-494
29/03/2024,29/03/2024 21:31,SCR-1DEEF2F4BC76,RETAILER A,RET-PROD-001,Wireless Soundbar 494,Audio,199.15,,,,https://www.retailera.co.uk/products/wireless-soundbar-494
30/03/2024,30/03/2024 07:50,SCR-BD4718E0AE58,Retailer A,RET-PROD-001,Wireless Soundbar 494,Audio,199.15,,,,https://www.retailera.co.uk/products/wireless-soundbar-494
01/01/2024,01/01/2024 19:54,SCR-39A288572784,Retailer A,RET-PROD-002,Compact Headphones 184,Audio,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
02/01/2024,02/01/2024 11:48,SCR-5B581A2584CA,Ret. A,RET-PROD-002,Compact Headphones 184,Audio,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
03/01/2024,03/01/2024 16:38,SCR-7EDE4AE67C90,RetailerA,RET-PROD-002,Compact Headphones 184,Audio,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
04/01/2024,04/01/2024 18:08,SCR-085623459FC3,RetailerA,RET-PROD-002,,audio,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
05/01/2024,05/01/2024 11:30,SCR-8E9644815153,Retailer-A,RET-PROD-002,Compact Headphones 184,Audio,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
06/01/2024,06/01/2024 20:27,SCR-49B784510FDE,Ret. A,RET-PROD-002,Compact Headphones 184,Audio,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
07/01/2024,07/01/2024 17:38,SCR-0A4A4A622804,RETAILER A,RET-PROD-002,Compact Headphones 184,Audio,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
08/01/2024,08/01/2024 07:08,SCR-1A02162785D8,retailer a,RET-PROD-002,Compact Headphones 184,,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
09/01/2024,09/01/2024 08:25,SCR-2E101494F1B8,RETAILER A,RET-PROD-002,Compact Headphones 184,Audio,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
10/01/2024,10/01/2024 11:22,SCR-295D3802CE0C,retailer a,RET-PROD-002,Compact Headphones 184,Audio,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
11/01/2024,11/01/2024 18:19,SCR-A2DFC1CCBA52,RETAILER A,RET-PROD-002,Compact Headphones 184,Audio,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
12/01/2024,12/01/2024 09:41,SCR-3F0B2B19B22C,RETAILER A,RET-PROD-002,Compact Headphones 184,,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
13/01/2024,13/01/2024 19:56,SCR-F6545C62E90A,retailer a,RET-PROD-002,Compact Headphones 184,Audio,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
14/01/2024,14/01/2024 20:28,SCR-A0A7AE989DED,Ret. A,RET-PROD-002,Compact Headphones 184,Audio,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
15/01/2024,15/01/2024 13:32,SCR-78AE068EFD3A,retailer a,RET-PROD-002,Compact Headphones 184,Audio,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
16/01/2024,16/01/2024 14:39,SCR-9A91782AE9FF,Ret. A,RET-PROD-002,Compact Headphones 184,Audio,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
17/01/2024,17/01/2024 15:31,SCR-5E11FB9DF1C0,RetailerA,RET-PROD-002,Compact Headphones 184,Audio,£342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
18/01/2024,18/01/2024 07:17,SCR-B4C8B14CBDD5,Retailer-A,RET-PROD-002,Compact Headphones 184,Audio,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
19/01/2024,19/01/2024 06:12,SCR-6EAE8466E6EE,RetailerA,RET-PROD-002,Compact Headphones 184,AUDIO,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
20/01/2024,20/01/2024 14:51,SCR-41F23AD3353F,RetailerA,RET-PROD-002,Compact Headphones 184,Audio,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
21/01/2024,21/01/2024 22:36,SCR-C3B5C846CF2A,Retailer A,RET-PROD-002,Compact Headphones 184,Audio,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
22/01/2024,22/01/2024 16:43,SCR-A7585AFA8C7D,Retailer A,RET-PROD-002,Compact Headphones 184,Audio,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
23/01/2024,23/01/2024 14:56,SCR-D04D66F07354,Retailer A,RET-PROD-002,Compact Headphones 184,Audio,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
24/01/2024,24/01/2024 22:57,SCR-EE5726DD6570,Retailer A,RET-PROD-002,Compact Headphones 184,Audio,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
25/01/2024,25/01/2024 12:35,SCR-9958B9E3D68F,RetailerA,RET-PROD-002,Compact Headphones 184,Audio,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
26/01/2024,26/01/2024 22:47,SCR-C82907CD9D5B,RetailerA,RET-PROD-002,Compact Headphones 184,Audio,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
27/01/2024,27/01/2024 07:15,SCR-7D2B907F78B3,Ret. A,RET-PROD-002,Compact Headphones 184,Audio,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
28/01/2024,28/01/2024 06:05,SCR-346723F6E15D,Retailer-A,RET-PROD-002,Compact Headphones 184,Audio,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
29/01/2024,29/01/2024 08:10,SCR-7EAB6C71491B,Retailer-A,RET-PROD-002,Compact Headphones 184,Audio,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
30/01/2024,30/01/2024 06:34,SCR-8F7855BA35C3,Retailer-A,,Compact Headphones 184,Audio,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
31/01/2024,31/01/2024 17:31,SCR-5FE7557A5D97,RETAILER A,RET-PROD-002,Compact Headphones 184,Audio,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
01/02/2024,01/02/2024 21:47,SCR-CAD01D7ADC94,RetailerA,RET-PROD-002,Compact Headphones 184,Audio,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
02/02/2024,02/02/2024 10:35,SCR-D709C401430F,RETAILER A,RET-PROD-002,Compact Headphones 184,Audio,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
03/02/2024,03/02/2024 20:07,SCR-040511F49717,Ret. A,RET-PROD-002,Compact Headphones 184,Audio,£342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
04/02/2024,04/02/2024 18:05,SCR-7FA64746BB5E,Retailer A,RET-PROD-002,Compact Headphones 184,Audio,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
05/02/2024,05/02/2024 18:25,SCR-9AB5E65FC22C,Retailer-A,,Compact Headphones 184,Audio,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
06/02/2024,06/02/2024 09:40,SCR-EB6CD461A36E,RetailerA,RET-PROD-002,Compact Headphones 184,Audio,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
07/02/2024,07/02/2024 18:53,SCR-CCEA5867D9E5,RETAILER A,RET-PROD-002,Compact Headphones 184,Audio,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
08/02/2024,1707409007,SCR-F66B920F0FF7,RetailerA,RET-PROD-002,Compact Headphones 184,Audio,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
09/02/2024,09/02/2024 15:18,SCR-400C71BC76E9,RETAILER A,RET-PROD-002,Compact Headphones 184,Audio,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
10/02/2024,10/02/2024 22:08,SCR-D41460F4F579,Retailer A,RET-PROD-002,Compact Headphones 184,,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
11/02/2024,11/02/2024 15:26,SCR-0BB295CA3CCC,Ret. A,RET-PROD-002,Compact Headphones 184,Audio,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
12/02/2024,12/02/2024 08:43,SCR-F88D4CD620CF,RETAILER A,RET-PROD-002,Compact Headphones 184,Audio,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
13/02/2024,13/02/2024 22:56,SCR-FEC203728B5C,Retailer-A,RET-PROD-002,Compact Headphones 184,Audio,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
14/02/2024,14/02/2024 16:28,SCR-C45D6FB2F41F,RetailerA,RET-PROD-002,Compact Headphones 184,Audio,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
15/02/2024,15/02/2024 17:59,SCR-6007D360A56B,RETAILER A,RET-PROD-002,,Audio,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
16/02/2024,16/02/2024 20:57,SCR-EBF1B65AE51E,RetailerA,,Compact Headphones 184,Audio,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
17/02/2024,17/02/2024 10:51,SCR-AABD4E4A302B,Retailer A,RET-PROD-002,Compact Headphones 184,Audio,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
18/02/2024,18/02/2024 08:07,SCR-EA89D70D09B5,Retailer-A,RET-PROD-002,Compact Headphones 184,AUDIO,,,,,https://www.retailera.co.uk/products/compact-headphones-184
19/02/2024,19/02/2024 06:41,SCR-8B4635F4120C,Retailer-A,RET-PROD-002,Compact Headphones 184,Audio,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
20/02/2024,20/02/2024 07:27,SCR-522089EB7140,Retailer A,RET-PROD-002,Compact Headphones 184,Audio,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
21/02/2024,21/02/2024 13:17,SCR-86EC13E5B7D3,RetailerA,RET-PROD-002,Compact Headphones 184,,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
22/02/2024,22/02/2024 11:26,SCR-22AB8A4DBFC4,RETAILER A,RET-PROD-002,Compact Headphones 184,Audio,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
23/02/2024,23/02/2024 14:55,SCR-01648D568A1C,retailer a,RET-PROD-002,Compact Headphones 184,Audio,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
24/02/2024,24/02/2024 15:06,SCR-5931061AB65A,RetailerA,RET-PROD-002,Compact Headphones 184,Audio,342.93,,,,https://www.retailera.co.uk/products/compact-headphones-184
